Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,Value
2020,EN_LND_CNSPOP,KE_NBO,CITY,PT,1.33
2020,EN_LND_CNSPOP,KE_MBA,CITY,PT,2.67
2020,EN_LND_CNSPOP,KE_KIS,CITY,PT,3.0
2020,EN_LND_CNSPOP,KE_NUU,CITY,PT,3.0
