Year,Value,SERIES
2014,1,ER_BDY_ABT2NP
2015,1,ER_BDY_ABT2NP
2016,1,ER_BDY_ABT2NP
2017,1,ER_BDY_ABT2NP
2018,1,ER_BDY_ABT2NP
2019,1,ER_BDY_ABT2NP
2020,1,ER_BDY_ABT2NP
2021,1,ER_BDY_ABT2NP
2022,1,ER_BDY_ABT2NP
2023,1,ER_BDY_ABT2NP
2024,1,ER_BDY_ABT2NP
2014,0,ER_BDY_SEEA
2015,0,ER_BDY_SEEA
2016,0,ER_BDY_SEEA
2017,0,ER_BDY_SEEA
2018,0,ER_BDY_SEEA
2019,0,ER_BDY_SEEA
2020,0,ER_BDY_SEEA
2021,0,ER_BDY_SEEA
2022,0,ER_BDY_SEEA
2023,0,ER_BDY_SEEA
2024,0,ER_BDY_SEEA
